configuration,curriculum,epoch,inner_fold,outer_fold,representation,run_identifier,run_seed,stage,subset,train_loss,validation_loss
c8x16_z16_spectral_composite_clean,clean,21,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_spectral_composite_clean,1803117161,ae_search_core,strict_core,0.0261498209491495,0.02472688054212
c8x16_z16_spectral_composite_clean,clean,22,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_spectral_composite_clean,1803117161,ae_search_core,strict_core,0.0250646958070861,0.0237030030048194
c8x16_z16_spectral_composite_clean,clean,23,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_spectral_composite_clean,1803117161,ae_search_core,strict_core,0.0241053360320854,0.0228360611006241
c8x16_z16_spectral_composite_clean,clean,24,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_spectral_composite_clean,1803117161,ae_search_core,strict_core,0.0232983656805473,0.0221463170747797
c8x16_z16_spectral_composite_clean,clean,25,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_spectral_composite_clean,1803117161,ae_search_core,strict_core,0.0226661830861895,0.0214607500385086
c8x16_z16_spectral_composite_clean,clean,26,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_spectral_composite_clean,1803117161,ae_search_core,strict_core,0.021951285503041,0.0209680548673417
c8x16_z16_spectral_composite_clean,clean,27,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_spectral_composite_clean,1803117161,ae_search_core,strict_core,0.0213879415368109,0.0204557472323419
c8x16_z16_spectral_composite_clean,clean,28,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_spectral_composite_clean,1803117161,ae_search_core,strict_core,0.0209188012256599,0.0199448708601358
c8x16_z16_spectral_composite_clean,clean,29,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_spectral_composite_clean,1803117161,ae_search_core,strict_core,0.0204137940826591,0.0195923386720799
c8x16_z16_spectral_composite_clean,clean,30,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_spectral_composite_clean,1803117161,ae_search_core,strict_core,0.0199377999958321,0.0190822778097471
c8x16_z16_spectral_composite_clean,clean,31,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_spectral_composite_clean,1803117161,ae_search_core,strict_core,0.0193793084420821,0.0184799370927219
c8x16_z16_spectral_composite_clean,clean,32,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_spectral_composite_clean,1803117161,ae_search_core,strict_core,0.0186725476720574,0.017821123776566
c8x16_z16_spectral_composite_clean,clean,33,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_spectral_composite_clean,1803117161,ae_search_core,strict_core,0.0178880948119298,0.0169247183244393
c8x16_z16_spectral_composite_clean,clean,34,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_spectral_composite_clean,1803117161,ae_search_core,strict_core,0.0168606036360739,0.0159587503700446
c8x16_z16_spectral_composite_clean,clean,35,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_spectral_composite_clean,1803117161,ae_search_core,strict_core,0.015922880341967,0.0153280115850708
c8x16_z16_spectral_composite_clean,clean,36,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_spectral_composite_clean,1803117161,ae_search_core,strict_core,0.0151624098017687,0.014651761953758
c8x16_z16_spectral_composite_clean,clean,37,1,0,minimal_minmax,strict_core__o0__i1__minimal_minmax__c8x16_z16_spectral_composite_clean,1803117161,ae_search_core,strict_core,0.0145088054647364,0.0142518136368579
