beta,configuration,epoch,inner_fold,kl_schedule,outer_fold,representation,run_identifier,run_seed,stage,subset,train_kl_normalized,train_kl_unnormalized,train_loss,train_reconstruction_loss,validation_kl_normalized,validation_kl_unnormalized,validation_loss,validation_reconstruction_loss,scenario,model_family,model,curriculum,seed,fixed_epoch_count,heldout_substrate_family,poster_axis,evaluation_subset,domain_protocol,domain_type,heldout_domain,n_train,n_test_partition
1.0,c8x16_z64_spectral_composite_beta1_cyclical_4,18,1.0,cyclical_4,3.0,minimal_minmax,strict_core__o3__i1__minimal_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,2018491905.0,vae_minimal_sensitivity_core,strict_core,0.0050385186,7.058964559295,0.031563638567,0.026525120181,0.005719354155,8.012815170929,0.03134119434,0.025621841278,,,,,,,,,,,,,,
1.0,c8x16_z64_spectral_composite_beta1_cyclical_4,19,1.0,cyclical_4,3.0,minimal_minmax,strict_core__o3__i1__minimal_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,2018491905.0,vae_minimal_sensitivity_core,strict_core,0.005602313018,7.848840538174,0.030957401172,0.025355088574,0.006162589027,8.633787227278,0.030382230487,0.024219641227,,,,,,,,,,,,,,
1.0,c8x16_z64_spectral_composite_beta1_cyclical_4,20,1.0,cyclical_4,3.0,minimal_minmax,strict_core__o3__i1__minimal_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,2018491905.0,vae_minimal_sensitivity_core,strict_core,0.005436904377,7.617103032083,0.029627239254,0.024190335174,0.005933113464,8.31229196276,0.029702952695,0.023769839111,,,,,,,,,,,,,,
1.0,c8x16_z64_spectral_composite_beta1_cyclical_4,21,1.0,cyclical_4,3.0,minimal_minmax,strict_core__o3__i1__minimal_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,2018491905.0,vae_minimal_sensitivity_core,strict_core,0.005527386505,7.743868493104,0.029160716989,0.023633330562,0.006165290936,8.637572601062,0.029052714575,0.022887423807,,,,,,,,,,,,,,
1.0,c8x16_z64_spectral_composite_beta1_cyclical_4,22,1.0,cyclical_4,3.0,minimal_minmax,strict_core__o3__i1__minimal_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,2018491905.0,vae_minimal_sensitivity_core,strict_core,0.005588521794,7.829519032768,0.028931370908,0.023342848836,0.005857503912,8.206362980754,0.028850701426,0.022993196976,,,,,,,,,,,,,,
1.0,c8x16_z64_spectral_composite_beta1_cyclical_4,23,1.0,cyclical_4,3.0,minimal_minmax,strict_core__o3__i1__minimal_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,2018491905.0,vae_minimal_sensitivity_core,strict_core,0.005633571902,7.892634235053,0.028183852294,0.022550280338,0.00614888562,8.614588753516,0.028331455094,0.022182570348,,,,,,,,,,,,,,
1.0,c8x16_z64_spectral_composite_beta1_cyclical_4,24,1.0,cyclical_4,3.0,minimal_minmax,strict_core__o3__i1__minimal_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,2018491905.0,vae_minimal_sensitivity_core,strict_core,0.006071062414,8.505558441608,0.027966716651,0.021895654199,0.006751088195,9.458274560816,0.027956659178,0.021205571676,,,,,,,,,,,,,,
1.0,c8x16_z64_spectral_composite_beta1_cyclical_4,25,1.0,cyclical_4,3.0,minimal_minmax,strict_core__o3__i1__minimal_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,2018491905.0,vae_minimal_sensitivity_core,strict_core,0.005969095063,8.362702183737,0.027604064813,0.02163497013,0.006133225035,8.592648273757,0.027631639699,0.021498414633,,,,,,,,,,,,,,
0.0,c8x16_z64_spectral_composite_beta1_cyclical_4,26,1.0,cyclical_4,3.0,minimal_minmax,strict_core__o3__i1__minimal_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,2018491905.0,vae_minimal_sensitivity_core,strict_core,0.007575066023,10.61266749815,0.020311580021,0.020311580021,0.013170046059,18.451234528998,0.032193377896,0.019023332651,,,,,,,,,,,,,,
0.08,c8x16_z64_spectral_composite_beta1_cyclical_4,27,1.0,cyclical_4,3.0,minimal_minmax,strict_core__o3__i1__minimal_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,2018491905.0,vae_minimal_sensitivity_core,strict_core,0.016491101739,23.104033536566,0.019150287229,0.017830999651,0.021094277501,29.553082778674,0.038519179339,0.017424901478,,,,,,,,,,,,,,
0.16,c8x16_z64_spectral_composite_beta1_cyclical_4,28,1.0,cyclical_4,3.0,minimal_minmax,strict_core__o3__i1__minimal_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,2018491905.0,vae_minimal_sensitivity_core,strict_core,0.021670405928,30.360238704841,0.019969682803,0.016502418132,0.020711664582,29.017042079893,0.037481039731,0.016769374869,,,,,,,,,,,,,,
0.24,c8x16_z64_spectral_composite_beta1_cyclical_4,29,1.0,cyclical_4,3.0,minimal_minmax,strict_core__o3__i1__minimal_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,2018491905.0,vae_minimal_sensitivity_core,strict_core,0.017815210677,24.959110159064,0.020687738356,0.016412088191,0.015046948834,21.080775317024,0.032253963325,0.017207014852,,,,,,,,,,,,,,
0.32,c8x16_z64_spectral_composite_beta1_cyclical_4,30,1.0,cyclical_4,3.0,minimal_minmax,strict_core__o3__i1__minimal_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,2018491905.0,vae_minimal_sensitivity_core,strict_core,0.012496004426,17.506902200598,0.020841366536,0.016842644765,0.011480072156,16.083581090975,0.029257230257,0.017777158542,,,,,,,,,,,,,,
0.4,c8x16_z64_spectral_composite_beta1_cyclical_4,31,1.0,cyclical_4,3.0,minimal_minmax,strict_core__o3__i1__minimal_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,2018491905.0,vae_minimal_sensitivity_core,strict_core,0.010421802893,14.600945852593,0.021690175472,0.017521454385,0.010694970717,14.983653974132,0.028451443345,0.017756473304,,,,,,,,,,,,,,
0.48,c8x16_z64_spectral_composite_beta1_cyclical_4,32,1.0,cyclical_4,3.0,minimal_minmax,strict_core__o3__i1__minimal_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,2018491905.0,vae_minimal_sensitivity_core,strict_core,0.009630530466,13.492373182249,0.022073548381,0.017450893422,0.00992587747,13.906154336048,0.028037828605,0.018111951039,,,,,,,,,,,,,,
0.56,c8x16_z64_spectral_composite_beta1_cyclical_4,33,1.0,cyclical_4,3.0,minimal_minmax,strict_core__o3__i1__minimal_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,2018491905.0,vae_minimal_sensitivity_core,strict_core,0.009252511956,12.962769250684,0.022620744396,0.01743933822,0.00954734607,13.375831844426,0.027555854741,0.018008509197,,,,,,,,,,,,,,
0.64,c8x16_z64_spectral_composite_beta1_cyclical_4,34,1.0,cyclical_4,3.0,minimal_minmax,strict_core__o3__i1__minimal_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,2018491905.0,vae_minimal_sensitivity_core,strict_core,0.008482582583,11.884098199085,0.023237995253,0.017809142361,0.008423318884,11.801069756516,0.026993728313,0.018570410369,,,,,,,,,,,,,,
0.72,c8x16_z64_spectral_composite_beta1_cyclical_4,35,1.0,cyclical_4,3.0,minimal_minmax,strict_core__o3__i1__minimal_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,2018491905.0,vae_minimal_sensitivity_core,strict_core,0.008062821204,11.296012506512,0.024280352067,0.018475120835,0.009021131196,12.638604805249,0.026930022014,0.017908891835,,,,,,,,,,,,,,
0.8,c8x16_z64_spectral_composite_beta1_cyclical_4,36,1.0,cyclical_4,3.0,minimal_minmax,strict_core__o3__i1__minimal_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,2018491905.0,vae_minimal_sensitivity_core,strict_core,0.008101288245,11.349904830741,0.0241753775,0.017694346607,0.007686017356,10.768110315339,0.026427122976,0.018741105926,,,,,,,,,,,,,,
0.88,c8x16_z64_spectral_composite_beta1_cyclical_4,37,1.0,cyclical_4,3.0,minimal_minmax,strict_core__o3__i1__minimal_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,2018491905.0,vae_minimal_sensitivity_core,strict_core,0.00688040498,9.639447376921,0.024526794433,0.018472038355,0.00653188807,9.151175186414,0.026129927956,0.019598040965,,,,,,,,,,,,,,
0.96,c8x16_z64_spectral_composite_beta1_cyclical_4,38,1.0,cyclical_4,3.0,minimal_minmax,strict_core__o3__i1__minimal_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,2018491905.0,vae_minimal_sensitivity_core,strict_core,0.006217792194,8.711126864122,0.025263975709,0.01929489559,0.007005491302,9.814693314689,0.026057624892,0.01905213395,,,,,,,,,,,,,,
1.0,c8x16_z64_spectral_composite_beta1_cyclical_4,39,1.0,cyclical_4,3.0,minimal_minmax,strict_core__o3__i1__minimal_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,2018491905.0,vae_minimal_sensitivity_core,strict_core,0.006608111081,9.257963624173,0.025267537637,0.018659426517,0.00650507178,9.11360556338,0.025941223219,0.019436151102,,,,,,,,,,,,,,
1.0,c8x16_z64_spectral_composite_beta1_cyclical_4,40,1.0,cyclical_4,3.0,minimal_minmax,strict_core__o3__i1__minimal_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,2018491905.0,vae_minimal_sensitivity_core,strict_core,0.006018668647,8.432154774998,0.025196882084,0.019178213904,0.006287125099,8.808262264027,0.025915260888,0.019628135581,,,,,,,,,,,,,,
1.0,c8x16_z64_spectral_composite_beta1_cyclical_4,41,1.0,cyclical_4,3.0,minimal_minmax,strict_core__o3__i1__minimal_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,2018491905.0,vae_minimal_sensitivity_core,strict_core,0.006427158748,9.004449406042,0.025207248301,0.018780089764,0.006956721374,9.746366645108,0.025854928028,0.018898206286,,,,,,,,,,,,,,
1.0,c8x16_z64_spectral_composite_beta1_cyclical_4,42,1.0,cyclical_4,3.0,minimal_minmax,strict_core__o3__i1__minimal_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,2018491905.0,vae_minimal_sensitivity_core,strict_core,0.006529242993,9.147469432905,0.02474522064,0.018215976998,0.006207925753,8.697303980338,0.025756758505,0.019548833245,,,,,,,,,,,,,,
1.0,c8x16_z64_spectral_composite_beta1_cyclical_4,43,1.0,cyclical_4,3.0,minimal_minmax,strict_core__o3__i1__minimal_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,2018491905.0,vae_minimal_sensitivity_core,strict_core,0.005851954245,8.198587897096,0.025065365556,0.019213411106,0.006432881353,9.012466775269,0.025364914455,0.018932033408,,,,,,,,,,,,,,
1.0,c8x16_z64_spectral_composite_beta1_cyclical_4,44,1.0,cyclical_4,3.0,minimal_minmax,strict_core__o3__i1__minimal_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,2018491905.0,vae_minimal_sensitivity_core,strict_core,0.006525097996,9.141662292162,0.024902730687,0.018377632515,0.006858970715,9.609417971443,0.025444559909,0.018585589863,,,,,,,,,,,,,,
1.0,c8x16_z64_spectral_composite_beta1_cyclical_4,45,1.0,cyclical_4,3.0,minimal_minmax,strict_core__o3__i1__minimal_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,2018491905.0,vae_minimal_sensitivity_core,strict_core,0.006197382232,8.682532507065,0.024737529664,0.018540147381,0.005894170364,8.257732679864,0.025518042106,0.019623872456,,,,,,,,,,,,,,
1.0,c8x16_z64_spectral_composite_beta1_cyclical_4,46,1.0,cyclical_4,3.0,minimal_minmax,strict_core__o3__i1__minimal_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,2018491905.0,vae_minimal_sensitivity_core,strict_core,0.005679462064,7.956926351138,0.024708944183,0.019029482177,0.006239114305,8.740999141661,0.025142626007,0.018903511913,,,,,,,,,,,,,,
1.0,c8x16_z64_spectral_composite_beta1_cyclical_4,47,1.0,cyclical_4,3.0,minimal_minmax,strict_core__o3__i1__minimal_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,2018491905.0,vae_minimal_sensitivity_core,strict_core,0.006159018504,8.6287849235,0.024354552482,0.018195534299,0.006436112259,9.016993274208,0.025256259163,0.018820147116,,,,,,,,,,,,,,
1.0,c8x16_z64_spectral_composite_beta1_cyclical_4,48,1.0,cyclical_4,3.0,minimal_minmax,strict_core__o3__i1__minimal_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,2018491905.0,vae_minimal_sensitivity_core,strict_core,0.006081735043,8.520510795721,0.024709325574,0.018627590622,0.006013934112,8.425521690305,0.025002093407,0.018988159556,,,,,,,,,,,,,,
1.0,c8x16_z64_spectral_composite_beta1_cyclical_4,49,1.0,cyclical_4,3.0,minimal_minmax,strict_core__o3__i1__minimal_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,2018491905.0,vae_minimal_sensitivity_core,strict_core,0.006113755894,8.565372007471,0.024268794903,0.018155039529,0.006406234765,8.975134905647,0.024979316825,0.018573081872,,,,,,,,,,,,,,
1.0,c8x16_z64_spectral_composite_beta1_cyclical_4,50,1.0,cyclical_4,3.0,minimal_minmax,strict_core__o3__i1__minimal_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,2018491905.0,vae_minimal_sensitivity_core,strict_core,0.005928550828,8.305899710376,0.02418747702,0.018258926482,0.006193613545,8.677252577133,0.024979754453,0.018786140663,,,,,,,,,,,,,,
0.0,c8x16_z64_spectral_composite_beta1_cyclical_4,51,1.0,cyclical_4,3.0,minimal_minmax,strict_core__o3__i1__minimal_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,2018491905.0,vae_minimal_sensitivity_core,strict_core,0.007856249898,11.006606107303,0.017154960216,0.017154960216,0.012895385065,18.066434475554,0.029270270229,0.016374885746,,,,,,,,,,,,,,
0.08,c8x16_z64_spectral_composite_beta1_cyclical_4,52,1.0,cyclical_4,3.0,minimal_minmax,strict_core__o3__i1__minimal_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,2018491905.0,vae_minimal_sensitivity_core,strict_core,0.015730639444,22.038625860613,0.016457322964,0.015198872222,0.019249777,26.96893757732,0.034226584334,0.014976808277,,,,,,,,,,,,,,
0.16,c8x16_z64_spectral_composite_beta1_cyclical_4,53,1.0,cyclical_4,3.0,minimal_minmax,strict_core__o3__i1__minimal_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,2018491905.0,vae_minimal_sensitivity_core,strict_core,0.020056023635,28.098489113173,0.017625859557,0.014416895763,0.02003023251,28.062355746742,0.034505006677,0.014474774061,,,,,,,,,,,,,,
0.24,c8x16_z64_spectral_composite_beta1_cyclical_4,54,1.0,cyclical_4,3.0,minimal_minmax,strict_core__o3__i1__minimal_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,2018491905.0,vae_minimal_sensitivity_core,strict_core,0.018455785968,25.856556140613,0.018538817644,0.014109428751,0.014886863401,20.856495624831,0.02988072264,0.014993860206,,,,,,,,,,,,,,
0.32,c8x16_z64_spectral_composite_beta1_cyclical_4,55,1.0,cyclical_4,3.0,minimal_minmax,strict_core__o3__i1__minimal_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,2018491905.0,vae_minimal_sensitivity_core,strict_core,0.012443171662,17.432883499061,0.019106824651,0.015125009452,0.010894842615,15.263674503615,0.02676567166,0.015870830162,,,,,,,,,,,,,,
0.4,c8x16_z64_spectral_composite_beta1_cyclical_4,56,1.0,cyclical_4,3.0,minimal_minmax,strict_core__o3__i1__minimal_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,2018491905.0,vae_minimal_sensitivity_core,strict_core,0.010334894133,14.479186679659,0.019580485512,0.015446527848,0.01076495418,15.081700805856,0.02661702965,0.015852075281,,,,,,,,,,,,,,
0.48,c8x16_z64_spectral_composite_beta1_cyclical_4,57,1.0,cyclical_4,3.0,minimal_minmax,strict_core__o3__i1__minimal_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,2018491905.0,vae_minimal_sensitivity_core,strict_core,0.009830346497,13.772315442396,0.020259155075,0.015540589436,0.009480578589,13.282290602932,0.025807270295,0.016326692292,,,,,,,,,,,,,,
0.56,c8x16_z64_spectral_composite_beta1_cyclical_4,58,1.0,cyclical_4,3.0,minimal_minmax,strict_core__o3__i1__minimal_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,2018491905.0,vae_minimal_sensitivity_core,strict_core,0.008633553894,12.095609006111,0.020582573717,0.015747783306,0.008580284282,12.020978278473,0.025169777238,0.016589492152,,,,,,,,,,,,,,
0.64,c8x16_z64_spectral_composite_beta1_cyclical_4,59,1.0,cyclical_4,3.0,minimal_minmax,strict_core__o3__i1__minimal_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,2018491905.0,vae_minimal_sensitivity_core,strict_core,0.008327201832,11.66640976611,0.021252453358,0.015923044678,0.008596274902,12.043381138008,0.024922802528,0.016326527996,,,,,,,,,,,,,,
0.72,c8x16_z64_spectral_composite_beta1_cyclical_4,60,1.0,cyclical_4,3.0,minimal_minmax,strict_core__o3__i1__minimal_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,2018491905.0,vae_minimal_sensitivity_core,strict_core,0.007949856101,11.137748396828,0.021790804435,0.016066907864,0.007666628815,10.740946970066,0.02464128007,0.016974651536,,,,,,,,,,,,,,
0.8,c8x16_z64_spectral_composite_beta1_cyclical_4,61,1.0,cyclical_4,3.0,minimal_minmax,strict_core__o3__i1__minimal_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,2018491905.0,vae_minimal_sensitivity_core,strict_core,0.007275550897,10.19304680625,0.022499596861,0.016679155822,0.007329649704,10.268839235065,0.024214351284,0.016884701131,,,,,,,,,,,,,,
0.88,c8x16_z64_spectral_composite_beta1_cyclical_4,62,1.0,cyclical_4,3.0,minimal_minmax,strict_core__o3__i1__minimal_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,2018491905.0,vae_minimal_sensitivity_core,strict_core,0.007040113959,9.863199656388,0.022905015493,0.016709715092,0.007390926758,10.354688387959,0.024183207309,0.016792280279,,,,,,,,,,,,,,
0.96,c8x16_z64_spectral_composite_beta1_cyclical_4,63,1.0,cyclical_4,3.0,minimal_minmax,strict_core__o3__i1__minimal_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,2018491905.0,vae_minimal_sensitivity_core,strict_core,0.006793718581,9.517999731399,0.023307599184,0.016785629509,0.006488724925,9.090703619628,0.024493310068,0.018004585324,,,,,,,,,,,,,,
1.0,c8x16_z64_spectral_composite_beta1_cyclical_4,64,1.0,cyclical_4,3.0,minimal_minmax,strict_core__o3__i1__minimal_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,2018491905.0,vae_minimal_sensitivity_core,strict_core,0.005967394604,8.360319840211,0.023520953849,0.017553559429,0.006134779879,8.594826610148,0.023915070461,0.017780291386,,,,,,,,,,,,,,
1.0,c8x16_z64_spectral_composite_beta1_cyclical_4,65,1.0,cyclical_4,3.0,minimal_minmax,strict_core__o3__i1__minimal_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,2018491905.0,vae_minimal_sensitivity_core,strict_core,0.006039340489,8.461116025707,0.023207860908,0.017168520605,0.006443622695,9.027515395349,0.023897712252,0.017454089237,,,,,,,,,,,,,,
1.0,c8x16_z64_spectral_composite_beta1_cyclical_4,66,1.0,cyclical_4,3.0,minimal_minmax,strict_core__o3__i1__minimal_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,2018491905.0,vae_minimal_sensitivity_core,strict_core,0.006032744454,8.451874980023,0.023209979047,0.017177234334,0.006121195384,8.575794732871,0.023923982373,0.017802787663,,,,,,,,,,,,,,
1.0,c8x16_z64_spectral_composite_beta1_cyclical_4,67,1.0,cyclical_4,3.0,minimal_minmax,strict_core__o3__i1__minimal_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,2018491905.0,vae_minimal_sensitivity_core,strict_core,0.005859205729,8.208747226216,0.02341864049,0.017559434523,0.006212440163,8.703628668264,0.024119682015,0.017907242032,,,,,,,,,,,,,,
1.0,c8x16_z64_spectral_composite_beta1_cyclical_4,68,1.0,cyclical_4,3.0,minimal_minmax,strict_core__o3__i1__minimal_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,2018491905.0,vae_minimal_sensitivity_core,strict_core,0.006582257403,9.221742622035,0.02347762203,0.016895364788,0.007130479909,9.989802352521,0.023908175481,0.016777695955,,,,,,,,,,,,,,
1.0,c8x16_z64_spectral_composite_beta1_cyclical_4,69,1.0,cyclical_4,3.0,minimal_minmax,strict_core__o3__i1__minimal_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,2018491905.0,vae_minimal_sensitivity_core,strict_core,0.006322557874,8.857903581476,0.023187815723,0.016865258279,0.005924707791,8.30051561564,0.02398048011,0.018055772691,,,,,,,,,,,,,,
1.0,c8x16_z64_spectral_composite_beta1_cyclical_4,70,1.0,cyclical_4,3.0,minimal_minmax,strict_core__o3__i1__minimal_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,2018491905.0,vae_minimal_sensitivity_core,strict_core,0.005794538255,8.118148095761,0.02296456195,0.017170023588,0.006149371744,8.615269813217,0.023698048416,0.017548676878,,,,,,,,,,,,,,
1.0,c8x16_z64_spectral_composite_beta1_cyclical_4,71,1.0,cyclical_4,3.0,minimal_minmax,strict_core__o3__i1__minimal_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,2018491905.0,vae_minimal_sensitivity_core,strict_core,0.006123135884,8.578513373904,0.022880264394,0.016757128937,0.006324034896,8.859972889684,0.023648354874,0.01732431972,,,,,,,,,,,,,,
1.0,c8x16_z64_spectral_composite_beta1_cyclical_4,72,1.0,cyclical_4,3.0,minimal_minmax,strict_core__o3__i1__minimal_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,2018491905.0,vae_minimal_sensitivity_core,strict_core,0.006010568843,8.420806948521,0.02261072679,0.016600157923,0.005820407292,8.154390615575,0.02369495835,0.017874551342,,,,,,,,,,,,,,
1.0,c8x16_z64_spectral_composite_beta1_cyclical_4,73,1.0,cyclical_4,3.0,minimal_minmax,strict_core__o3__i1__minimal_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,2018491905.0,vae_minimal_sensitivity_core,strict_core,0.005781970095,8.10054010269,0.022949791407,0.017167821796,0.006227093218,8.724157597838,0.023390258999,0.017163166526,,,,,,,,,,,,,,
1.0,c8x16_z64_spectral_composite_beta1_cyclical_4,74,1.0,cyclical_4,3.0,minimal_minmax,strict_core__o3__i1__minimal_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,2018491905.0,vae_minimal_sensitivity_core,strict_core,0.006129834093,8.587897563711,0.022656660854,0.016526826712,0.005973299585,8.36859271907,0.023214722616,0.017241423057,,,,,,,,,,,,,,
1.0,c8x16_z64_spectral_composite_beta1_cyclical_4,75,1.0,cyclical_4,3.0,minimal_minmax,strict_core__o3__i1__minimal_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,2018491905.0,vae_minimal_sensitivity_core,strict_core,0.00562470513,7.880211887253,0.022635461067,0.017010756257,0.005908820112,8.278256977306,0.023446450245,0.017537630327,,,,,,,,,,,,,,
0.0,c8x16_z64_spectral_composite_beta1_cyclical_4,76,1.0,cyclical_4,3.0,minimal_minmax,strict_core__o3__i1__minimal_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,2018491905.0,vae_minimal_sensitivity_core,strict_core,0.007468245108,10.463011396297,0.015964565254,0.015964565254,0.012242334526,17.151510671407,0.027487473406,0.015245139153,,,,,,,,,,,,,,
0.08,c8x16_z64_spectral_composite_beta1_cyclical_4,77,1.0,cyclical_4,3.0,minimal_minmax,strict_core__o3__i1__minimal_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,2018491905.0,vae_minimal_sensitivity_core,strict_core,0.014558989346,20.397144073231,0.015347937768,0.014183218573,0.017564077016,24.607271899696,0.031396534294,0.013832456377,,,,,,,,,,,,,,
0.16,c8x16_z64_spectral_composite_beta1_cyclical_4,78,1.0,cyclical_4,3.0,minimal_minmax,strict_core__o3__i1__minimal_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,2018491905.0,vae_minimal_sensitivity_core,strict_core,0.018029612263,25.259486780193,0.016127415909,0.01324267825,0.017861940476,25.024578607383,0.031368190579,0.013506250299,,,,,,,,,,,,,,
0.24,c8x16_z64_spectral_composite_beta1_cyclical_4,79,1.0,cyclical_4,3.0,minimal_minmax,strict_core__o3__i1__minimal_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,2018491905.0,vae_minimal_sensitivity_core,strict_core,0.016500794025,23.117612429648,0.01700112247,0.013040932048,0.014205143554,19.901406119852,0.027862451298,0.013657308638,,,,,,,,,,,,,,
0.32,c8x16_z64_spectral_composite_beta1_cyclical_4,80,1.0,cyclical_4,3.0,minimal_minmax,strict_core__o3__i1__minimal_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,2018491905.0,vae_minimal_sensitivity_core,strict_core,0.012053488026,16.886936724352,0.017404229398,0.013547113583,0.010297244961,14.426440190868,0.024790347483,0.014493101965,,,,,,,,,,,,,,
0.4,c8x16_z64_spectral_composite_beta1_cyclical_4,81,1.0,cyclical_4,3.0,minimal_minmax,strict_core__o3__i1__minimal_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,2018491905.0,vae_minimal_sensitivity_core,strict_core,0.009347400024,13.095707433802,0.017968637298,0.014229677311,0.009455260781,13.24682035366,0.02410602388,0.014650763615,,,,,,,,,,,,,,
0.48,c8x16_z64_spectral_composite_beta1_cyclical_4,82,1.0,cyclical_4,3.0,minimal_minmax,strict_core__o3__i1__minimal_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,2018491905.0,vae_minimal_sensitivity_core,strict_core,0.00883074167,12.37186907925,0.018649762979,0.014411007638,0.008674594811,12.153107330579,0.023551127552,0.014876533347,,,,,,,,,,,,,,
0.56,c8x16_z64_spectral_composite_beta1_cyclical_4,83,1.0,cyclical_4,3.0,minimal_minmax,strict_core__o3__i1__minimal_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,2018491905.0,vae_minimal_sensitivity_core,strict_core,0.008118851115,11.374510411765,0.019176508583,0.014629951836,0.008589250916,12.03354053337,0.023665789202,0.015076538266,,,,,,,,,,,,,,
0.64,c8x16_z64_spectral_composite_beta1_cyclical_4,84,1.0,cyclical_4,3.0,minimal_minmax,strict_core__o3__i1__minimal_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,2018491905.0,vae_minimal_sensitivity_core,strict_core,0.00809286935,11.338109959467,0.019726744249,0.014547308134,0.007987952221,11.191121061309,0.023245799848,0.015257847456,,,,,,,,,,,,,,
0.72,c8x16_z64_spectral_composite_beta1_cyclical_4,85,1.0,cyclical_4,3.0,minimal_minmax,strict_core__o3__i1__minimal_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,2018491905.0,vae_minimal_sensitivity_core,strict_core,0.007282046235,10.202146774547,0.020096267561,0.014853194366,0.007076460656,9.914121379371,0.022826320953,0.01574986086,,,,,,,,,,,,,,
0.8,c8x16_z64_spectral_composite_beta1_cyclical_4,86,1.0,cyclical_4,3.0,minimal_minmax,strict_core__o3__i1__minimal_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,2018491905.0,vae_minimal_sensitivity_core,strict_core,0.006785902672,9.507049642898,0.02093288222,0.015504159869,0.007225605117,10.12307276846,0.02272041358,0.015494807929,,,,,,,,,,,,,,
0.88,c8x16_z64_spectral_composite_beta1_cyclical_4,87,1.0,cyclical_4,3.0,minimal_minmax,strict_core__o3__i1__minimal_minmax__c8x16_z64_spectral_composite_beta1_cyclical_4,2018491905.0,vae_minimal_sensitivity_core,strict_core,0.006983019261,9.783209984017,0.021255484634,0.015110428033,0.00695839354,9.748709350073,0.022554220491,0.015595827064,,,,,,,,,,,,,,
