outer_fold,train_subset,test_subset,stage,scenario,training_scenario,model_family,configuration,representation,seed,n_train,n_test_partition,partition,balanced_accuracy_supported,macro_f1_supported,macro_f1_union,n_test,n_test_supported,n_test_unsupported,unsupported_classes,instrument_probe_increment,sensor_probe_increment,same_master_cross_domain_mean_distance,different_target_cross_domain_mean_distance,cross_domain_separation_margin,same_master_pair_count,different_target_pair_count,vae_kl_unnormalized_per_observation,vae_kl_normalized,vae_mean_kl_per_latent_dimension,vae_median_kl_per_latent_dimension,vae_max_kl_per_latent_dimension,vae_active_units_var_mu_gt_0_01,vae_dimensions_mean_kl_gt_0_01,vae_posterior_mean_absolute_mu,vae_posterior_mean_log_variance,vae_posterior_sample_reconstruction_variability,reconstruction_mse,reconstruction_smooth_l1,reconstruction_spectral_angle,reconstruction_median_row_correlation,reconstruction_first_derivative_mae,repeatable_peak_recall,median_peak_shift_cm1,median_absolute_relative_peak_width_change,median_absolute_peak_prominence_change,partition_cross_covariance_mean_square,partition_maximum_canonical_correlation
0,quality_pass,quality_pass,locked_outer,nato_outer_o0__train_quality_pass__test_quality_pass,nato_outer_o0__train_quality_pass,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,minimal_minmax,1729,397,103,union,0.7659297052154195,0.7539175610229087,0.7539175610229087,103,103,0,,0.7234593837535014,0.5641025641025641,0.8411780055561013,1.065300365650019,0.22412236009391773,363,3963,16.430965362649474,0.011728026668557797,0.256733833791398,0.011204577874742709,2.2925574934479864,27,39,0.20683162789975665,-0.5271539376546706,,0.0029129143818155076,0.0014564571909077538,0.0488788210655188,0.9839799378286259,0.011270753111380725,0.7483870967741936,2.0,0.22460132277427253,0.04538940219208598,0.024404380837128804,0.9957392009127426
0,quality_pass,field_quality_stress,locked_outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,nato_outer_o0__train_quality_pass,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,minimal_minmax,1729,397,15,chemical,0.5416666666666666,0.41322751322751317,0.41322751322751317,15,15,0,,0.5277777777777779,0.5476190476190477,,0.8597276027386005,,0,26,8.134668684629101,0.005806330253125697,0.16947226426310627,0.016359141877564553,1.7609012299949736,27,42,0.1847088136650402,-0.4639984228305467,,0.02264732948372587,0.011323664741862935,0.13325945253514956,0.46031725387741623,0.04951805174384468,,2.0,2.1133660363654925,0.13836502330377698,0.09001826886963733,0.9997434569291982
0,quality_pass,field_quality_stress,locked_outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,nato_outer_o0__train_quality_pass,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,minimal_minmax,1729,397,15,nuisance,0.5416666666666666,0.3747474747474748,0.3747474747474748,15,15,0,,0.5277777777777779,0.4761904761904762,,0.4668352328813993,,0,26,6.0945580813553955,0.004350148523451389,0.38090988008471227,0.00896479859575251,1.699133668662425,6,7,0.2565616566260966,-0.8564289107220248,,0.02264732948372587,0.011323664741862935,0.13325945253514956,0.46031725387741623,0.04951805174384468,,2.0,2.1133660363654925,0.13836502330377698,0.09001826886963733,0.9997434569291982
0,quality_pass,field_quality_stress,locked_outer,nato_outer_o0__train_quality_pass__test_field_quality_stress,nato_outer_o0__train_quality_pass,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,minimal_minmax,1729,397,15,union,0.5,0.4166666666666667,0.4166666666666667,15,15,0,,0.6527777777777779,0.5952380952380952,,0.6504085178558643,,0,26,14.229226765984496,0.010156478776577086,0.2223316682185078,0.015470158877663837,1.7609012299949736,33,49,0.2026720244053043,-0.5621060448034162,,0.02264732948372587,0.011323664741862935,0.13325945253514956,0.46031725387741623,0.04951805174384468,,2.0,2.1133660363654925,0.13836502330377698,0.09001826886963733,0.9997434569291982
1,strict_core,strict_core,locked_outer,nato_outer_o1__train_strict_core__test_strict_core,nato_outer_o1__train_strict_core,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,479,119,chemical,0.6487649636513645,0.6432066669777602,0.6432066669777602,119,119,0,,0.6533783783783783,0.4132275132275133,0.8224744694207304,1.0194759067514787,0.19700143733074826,558,5413,12.777186879333257,0.009120047736854573,0.2661913933194428,0.013781775544955936,2.4476148954046453,26,31,0.2378374475638485,-0.5594655055297993,,0.004243079005682631,0.0021215395028413154,0.060774313104015265,0.964090879858685,0.01604757633309477,0.49032992036405004,2.0,0.22621414419358404,0.049711259081959724,0.03965148166427768,0.9947026817593395
1,strict_core,strict_core,locked_outer,nato_outer_o1__train_strict_core__test_strict_core,nato_outer_o1__train_strict_core,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,479,119,nuisance,0.5053297062532106,0.49797018561724443,0.49797018561724443,119,119,0,,0.35849420849420843,0.3171611440961287,0.7302887081886278,1.0434993614600763,0.3132106532714485,558,5413,3.576636414507915,0.0025529167840884475,0.22353977590674454,0.017555324723980727,2.0362819701685257,15,14,0.23056922225048446,-0.4642432086480736,,0.004243079005682631,0.0021215395028413154,0.060774313104015265,0.964090879858685,0.01604757633309477,0.49032992036405004,2.0,0.22621414419358404,0.049711259081959724,0.03965148166427768,0.9947026817593395
1,strict_core,strict_core,locked_outer,nato_outer_o1__train_strict_core__test_strict_core,nato_outer_o1__train_strict_core,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,479,119,union,0.6872927660766824,0.6694711954019853,0.6694711954019853,119,119,0,,0.6103603603603603,0.44052287581699356,0.7916528201231392,1.0372584532528604,0.24560563312972117,558,5413,16.353823293841174,0.011672964520943022,0.25552848896626823,0.014918675599277183,2.4476148954046453,41,45,0.23602039123550747,-0.535659931309368,,0.004243079005682631,0.0021215395028413154,0.060774313104015265,0.964090879858685,0.01604757633309477,0.49032992036405004,2.0,0.22621414419358404,0.049711259081959724,0.03965148166427768,0.9947026817593395
1,quality_pass,quality_pass,locked_outer,nato_outer_o1__train_quality_pass__test_quality_pass,nato_outer_o1__train_quality_pass,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,396,104,chemical,0.6793267119354075,0.6577541321727368,0.6577541321727368,104,104,0,,0.5892156862745097,0.448015873015873,0.743751646863024,1.0763453798240648,0.3325937329610408,403,4106,10.016152171161119,0.007149287773848051,0.20866983689918997,0.009249595801779316,2.082838929257453,8,21,0.19059118145379692,-0.4452877744901859,,0.0029150074032724864,0.0014575037016362432,0.05625177242624384,0.973294673668792,0.011555511822578577,0.6601178781925344,2.0,0.1438834866984761,0.04389403201639652,0.027532364063789855,0.9974542209055443
1,quality_pass,quality_pass,locked_outer,nato_outer_o1__train_quality_pass__test_quality_pass,nato_outer_o1__train_quality_pass,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,396,104,nuisance,0.6400736944215205,0.6225031401347191,0.6225031401347191,104,104,0,,0.3705532212885154,0.3366332497911445,0.8422414469659772,0.9629760355671847,0.12073458860120745,403,4106,5.556755318796217,0.003966277886364181,0.3472972074247635,0.01111033921557952,2.321629481360098,10,9,0.307555570121132,-0.6927157728871188,,0.0029150074032724864,0.0014575037016362432,0.05625177242624384,0.973294673668792,0.011555511822578577,0.6601178781925344,2.0,0.1438834866984761,0.04389403201639652,0.027532364063789855,0.9974542209055443
1,quality_pass,quality_pass,locked_outer,nato_outer_o1__train_quality_pass__test_quality_pass,nato_outer_o1__train_quality_pass,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,396,104,union,0.7335683640031466,0.7159330623043535,0.7159330623043535,104,104,0,,0.5950980392156863,0.46587301587301577,0.7696108770725449,1.0505224860881632,0.2809116090156183,403,4106,15.572907489957336,0.011115565660212231,0.24332667953058335,0.00958776573022721,2.321629481360098,18,30,0.21983227862063068,-0.5071447740894192,,0.0029150074032724864,0.0014575037016362432,0.05625177242624384,0.973294673668792,0.011555511822578577,0.6601178781925344,2.0,0.1438834866984761,0.04389403201639652,0.027532364063789855,0.9974542209055443
1,quality_pass,field_quality_stress,locked_outer,nato_outer_o1__train_quality_pass__test_field_quality_stress,nato_outer_o1__train_quality_pass,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,396,15,chemical,0.16666666666666666,0.06666666666666667,0.05714285714285715,15,15,0,,0.45,0.27777777777777785,0.5659341365098953,0.5825648782429872,0.01663074173309187,8,54,6.863924113767649,0.004899303435951213,0.142998419036826,0.010642880839013664,1.9159286081568117,12,25,0.16880923239061504,-0.3984676259914219,,0.01563294800968224,0.00781647400484112,0.10573352035846474,0.4496689156634648,0.04677104705001818,0.15835140997830802,2.0,1.7028636270373927,0.14972980320453644,0.12465915028313841,0.999834554364901
1,quality_pass,field_quality_stress,locked_outer,nato_outer_o1__train_quality_pass__test_field_quality_stress,nato_outer_o1__train_quality_pass,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,396,15,nuisance,0.3333333333333333,0.28472222222222215,0.28472222222222215,15,15,0,,0.5,0.1111111111111111,0.4880969300866127,0.5172453897970694,0.029148459710456653,8,54,5.045028587367051,0.003601019691197039,0.31531428671044065,0.018507500387438175,2.767632511103727,6,14,0.28931486094758535,-0.7046861469590415,,0.01563294800968224,0.00781647400484112,0.10573352035846474,0.4496689156634648,0.04677104705001818,0.15835140997830802,2.0,1.7028636270373927,0.14972980320453644,0.12465915028313841,0.999834554364901
1,quality_pass,field_quality_stress,locked_outer,nato_outer_o1__train_quality_pass__test_field_quality_stress,nato_outer_o1__train_quality_pass,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,396,15,union,0.2916666666666667,0.26111111111111107,0.22380952380952376,15,15,0,,0.45,0.27777777777777785,0.5302601158618927,0.566743532816569,0.03648341695467627,8,54,11.908952701134702,0.008500323127148253,0.18607738595522966,0.012435795594534923,2.767632511103727,18,39,0.19893563952985763,-0.47502225623332683,,0.01563294800968224,0.00781647400484112,0.10573352035846474,0.4496689156634648,0.04677104705001818,0.15835140997830802,2.0,1.7028636270373927,0.14972980320453644,0.12465915028313841,0.999834554364901
1,strict_core,strict_core,locked_outer,nato_outer_o1__train_strict_core__test_strict_core,nato_outer_o1__train_strict_core,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,minimal_minmax,1729,479,119,chemical,0.6284873674870406,0.6203755732256508,0.6203755732256508,119,119,0,,0.631981981981982,0.35738107896002635,0.7547992126061498,1.0130705773202764,0.2582713647141266,558,5413,9.876996595555623,0.007049961881196019,0.20577076240740885,0.013335216771782801,2.427797015214067,14,34,0.18623916973825055,-0.45761989556092336,,0.005153041232475402,0.002576520616237701,0.06286290279237573,0.9783922802248437,0.01551946771699724,0.5159128978224455,2.0,0.1925782481246916,0.048691822215914726,0.019969889036025246,0.9963989864530919
1,strict_core,strict_core,locked_outer,nato_outer_o1__train_strict_core__test_strict_core,nato_outer_o1__train_strict_core,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,minimal_minmax,1729,479,119,nuisance,0.5029228739550741,0.49645504552336855,0.49645504552336855,119,119,0,,0.5554054054054054,0.34091046094142075,0.9270077497301136,1.0648050064215175,0.13779725669140397,558,5413,6.202823148274457,0.004427425516255858,0.3876764467671534,0.014484666541108705,2.4236809597126894,6,13,0.30404318764393634,-0.7451950800130652,,0.005153041232475402,0.002576520616237701,0.06286290279237573,0.9783922802248437,0.01551946771699724,0.5159128978224455,2.0,0.1925782481246916,0.048691822215914726,0.019969889036025246,0.9963989864530919
1,strict_core,strict_core,locked_outer,nato_outer_o1__train_strict_core__test_strict_core,nato_outer_o1__train_strict_core,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,minimal_minmax,1729,479,119,union,0.6253695185167889,0.6186719674853657,0.6186719674853657,119,119,0,,0.7117117117117115,0.4298879551820729,0.8193936143938358,1.04522552528554,0.22583191089170418,558,5413,16.07981974383008,0.011477387397451877,0.251247183497345,0.013670619089518313,2.427797015214067,20,47,0.215690174214672,-0.5295136916739588,,0.005153041232475402,0.002576520616237701,0.06286290279237573,0.9783922802248437,0.01551946771699724,0.5159128978224455,2.0,0.1925782481246916,0.048691822215914726,0.019969889036025246,0.9963989864530919
1,quality_pass,quality_pass,locked_outer,nato_outer_o1__train_quality_pass__test_quality_pass,nato_outer_o1__train_quality_pass,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,minimal_minmax,1729,396,104,chemical,0.6735136843832495,0.6541246338406582,0.6541246338406582,104,104,0,,0.6401960784313725,0.410515873015873,0.9195623141956093,1.023796916545105,0.10423460234949578,403,4106,8.499323909307757,0.0060666123549662785,0.17706924811057825,0.011179253606917516,2.865400463124585,15,26,0.16949245176725433,-0.38374531728518435,,0.0032859132147238313,0.0016429566073619156,0.053146105580974726,0.983552188790354,0.010658358154493423,0.75,2.0,0.15666877196258755,0.038456156849861145,0.024080813254398484,0.9965282621691963
1,quality_pass,quality_pass,locked_outer,nato_outer_o1__train_quality_pass__test_quality_pass,nato_outer_o1__train_quality_pass,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,minimal_minmax,1729,396,104,nuisance,0.5335895988069901,0.5131014860507949,0.5131014860507949,104,104,0,,0.5306372549019607,0.39662698412698416,0.7313721505347316,1.0689699097604097,0.33759775922567814,403,4106,8.103090758264601,0.005783790691123912,0.5064431723915376,0.015036429282067453,2.1369768353319274,11,9,0.3419823105333185,-0.920736834686225,,0.0032859132147238313,0.0016429566073619156,0.053146105580974726,0.983552188790354,0.010658358154493423,0.75,2.0,0.15666877196258755,0.038456156849861145,0.024080813254398484,0.9965282621691963
1,quality_pass,quality_pass,locked_outer,nato_outer_o1__train_quality_pass__test_quality_pass,nato_outer_o1__train_quality_pass,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,minimal_minmax,1729,396,104,union,0.7240597566684522,0.7062874446718307,0.7062874446718307,104,104,0,,0.6632352941176469,0.448015873015873,0.8159088584092947,1.0637019865552333,0.24779312814593857,403,4106,16.602414667572358,0.011850403046090191,0.2594127291808181,0.01159329730677569,2.865400463124585,26,35,0.21261491645877037,-0.5179931966354445,,0.0032859132147238313,0.0016429566073619156,0.053146105580974726,0.983552188790354,0.010658358154493423,0.75,2.0,0.15666877196258755,0.038456156849861145,0.024080813254398484,0.9965282621691963
1,quality_pass,field_quality_stress,locked_outer,nato_outer_o1__train_quality_pass__test_field_quality_stress,nato_outer_o1__train_quality_pass,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,minimal_minmax,1729,396,15,chemical,0.2916666666666667,0.24358974358974358,0.20879120879120877,15,15,0,,0.55,0.1111111111111111,0.8024429976940155,0.8581891368936609,0.05574613919964544,8,54,6.712999849401141,0.0047915773371885375,0.13985416352919045,0.018380309518571704,1.8685925840569364,24,39,0.1554055343736157,-0.4560436217719042,,0.021696439636091178,0.010848219818045589,0.13856975990708084,0.4732512152437646,0.048718908935499794,0.1934156378600823,2.5,2.8745791060001094,0.1431858241558075,0.08750123514212589,0.9996782855784718
