figure_id,scope,research_question_id,master_sample_id,sample_order,station,target_analyte,substrate_family,substrate_label,substrate_order,instrument,instrument_short,instrument_order,replicate_count,observed,display_level,group_label
F44,S,RQ-S07,4,33,pills,benzyl_fentanyl,NRC_Canadian_SERS,NRC Canadian SERS,3,RMX-2,R2,10,0,False,0,Pills: BF
F44,S,RQ-S07,4,33,pills,benzyl_fentanyl,GaN_polymer,GaN / polymer,4,Agilent-1,A1,1,0,False,0,Pills: BF
F44,S,RQ-S07,4,33,pills,benzyl_fentanyl,GaN_polymer,GaN / polymer,4,Agilent-3,A3,2,0,False,0,Pills: BF
F44,S,RQ-S07,4,33,pills,benzyl_fentanyl,GaN_polymer,GaN / polymer,4,Mira-1,M1,3,0,False,0,Pills: BF
F44,S,RQ-S07,4,33,pills,benzyl_fentanyl,GaN_polymer,GaN / polymer,4,Mira-2,M2,4,0,False,0,Pills: BF
F44,S,RQ-S07,4,33,pills,benzyl_fentanyl,GaN_polymer,GaN / polymer,4,Mira-3,M3,5,0,False,0,Pills: BF
F44,S,RQ-S07,4,33,pills,benzyl_fentanyl,GaN_polymer,GaN / polymer,4,Pendar-1,P1,6,0,False,0,Pills: BF
F44,S,RQ-S07,4,33,pills,benzyl_fentanyl,GaN_polymer,GaN / polymer,4,Pendar-2,P2,7,0,False,0,Pills: BF
F44,S,RQ-S07,4,33,pills,benzyl_fentanyl,GaN_polymer,GaN / polymer,4,Pendar-3,P3,8,0,False,0,Pills: BF
F44,S,RQ-S07,4,33,pills,benzyl_fentanyl,GaN_polymer,GaN / polymer,4,RMX-1,R1,9,0,False,0,Pills: BF
F44,S,RQ-S07,4,33,pills,benzyl_fentanyl,GaN_polymer,GaN / polymer,4,RMX-2,R2,10,0,False,0,Pills: BF
F44,S,RQ-S07,5,34,pills,benzyl_fentanyl,pSERS_Metrohm_silver,pSERS silver,1,Agilent-1,A1,1,1,True,1,Pills: BF
F44,S,RQ-S07,5,34,pills,benzyl_fentanyl,pSERS_Metrohm_silver,pSERS silver,1,Agilent-3,A3,2,2,True,2,Pills: BF
F44,S,RQ-S07,5,34,pills,benzyl_fentanyl,pSERS_Metrohm_silver,pSERS silver,1,Mira-1,M1,3,0,False,0,Pills: BF
F44,S,RQ-S07,5,34,pills,benzyl_fentanyl,pSERS_Metrohm_silver,pSERS silver,1,Mira-2,M2,4,0,False,0,Pills: BF
F44,S,RQ-S07,5,34,pills,benzyl_fentanyl,pSERS_Metrohm_silver,pSERS silver,1,Mira-3,M3,5,3,True,3,Pills: BF
F44,S,RQ-S07,5,34,pills,benzyl_fentanyl,pSERS_Metrohm_silver,pSERS silver,1,Pendar-1,P1,6,1,True,1,Pills: BF
F44,S,RQ-S07,5,34,pills,benzyl_fentanyl,pSERS_Metrohm_silver,pSERS silver,1,Pendar-2,P2,7,0,False,0,Pills: BF
F44,S,RQ-S07,5,34,pills,benzyl_fentanyl,pSERS_Metrohm_silver,pSERS silver,1,Pendar-3,P3,8,1,True,1,Pills: BF
F44,S,RQ-S07,5,34,pills,benzyl_fentanyl,pSERS_Metrohm_silver,pSERS silver,1,RMX-1,R1,9,0,False,0,Pills: BF
F44,S,RQ-S07,5,34,pills,benzyl_fentanyl,pSERS_Metrohm_silver,pSERS silver,1,RMX-2,R2,10,0,False,0,Pills: BF
F44,S,RQ-S07,5,34,pills,benzyl_fentanyl,H_SERS_H_Kit,H-SERS H-Kit,2,Agilent-1,A1,1,0,False,0,Pills: BF
F44,S,RQ-S07,5,34,pills,benzyl_fentanyl,H_SERS_H_Kit,H-SERS H-Kit,2,Agilent-3,A3,2,0,False,0,Pills: BF
F44,S,RQ-S07,5,34,pills,benzyl_fentanyl,H_SERS_H_Kit,H-SERS H-Kit,2,Mira-1,M1,3,0,False,0,Pills: BF
F44,S,RQ-S07,5,34,pills,benzyl_fentanyl,H_SERS_H_Kit,H-SERS H-Kit,2,Mira-2,M2,4,0,False,0,Pills: BF
F44,S,RQ-S07,5,34,pills,benzyl_fentanyl,H_SERS_H_Kit,H-SERS H-Kit,2,Mira-3,M3,5,0,False,0,Pills: BF
F44,S,RQ-S07,5,34,pills,benzyl_fentanyl,H_SERS_H_Kit,H-SERS H-Kit,2,Pendar-1,P1,6,0,False,0,Pills: BF
F44,S,RQ-S07,5,34,pills,benzyl_fentanyl,H_SERS_H_Kit,H-SERS H-Kit,2,Pendar-2,P2,7,0,False,0,Pills: BF
F44,S,RQ-S07,5,34,pills,benzyl_fentanyl,H_SERS_H_Kit,H-SERS H-Kit,2,Pendar-3,P3,8,0,False,0,Pills: BF
F44,S,RQ-S07,5,34,pills,benzyl_fentanyl,H_SERS_H_Kit,H-SERS H-Kit,2,RMX-1,R1,9,0,False,0,Pills: BF
F44,S,RQ-S07,5,34,pills,benzyl_fentanyl,H_SERS_H_Kit,H-SERS H-Kit,2,RMX-2,R2,10,0,False,0,Pills: BF
F44,S,RQ-S07,5,34,pills,benzyl_fentanyl,NRC_Canadian_SERS,NRC Canadian SERS,3,Agilent-1,A1,1,1,True,1,Pills: BF
F44,S,RQ-S07,5,34,pills,benzyl_fentanyl,NRC_Canadian_SERS,NRC Canadian SERS,3,Agilent-3,A3,2,0,False,0,Pills: BF
F44,S,RQ-S07,5,34,pills,benzyl_fentanyl,NRC_Canadian_SERS,NRC Canadian SERS,3,Mira-1,M1,3,0,False,0,Pills: BF
F44,S,RQ-S07,5,34,pills,benzyl_fentanyl,NRC_Canadian_SERS,NRC Canadian SERS,3,Mira-2,M2,4,0,False,0,Pills: BF
F44,S,RQ-S07,5,34,pills,benzyl_fentanyl,NRC_Canadian_SERS,NRC Canadian SERS,3,Mira-3,M3,5,1,True,1,Pills: BF
F44,S,RQ-S07,5,34,pills,benzyl_fentanyl,NRC_Canadian_SERS,NRC Canadian SERS,3,Pendar-1,P1,6,0,False,0,Pills: BF
F44,S,RQ-S07,5,34,pills,benzyl_fentanyl,NRC_Canadian_SERS,NRC Canadian SERS,3,Pendar-2,P2,7,0,False,0,Pills: BF
F44,S,RQ-S07,5,34,pills,benzyl_fentanyl,NRC_Canadian_SERS,NRC Canadian SERS,3,Pendar-3,P3,8,0,False,0,Pills: BF
F44,S,RQ-S07,5,34,pills,benzyl_fentanyl,NRC_Canadian_SERS,NRC Canadian SERS,3,RMX-1,R1,9,0,False,0,Pills: BF
F44,S,RQ-S07,5,34,pills,benzyl_fentanyl,NRC_Canadian_SERS,NRC Canadian SERS,3,RMX-2,R2,10,0,False,0,Pills: BF
F44,S,RQ-S07,5,34,pills,benzyl_fentanyl,GaN_polymer,GaN / polymer,4,Agilent-1,A1,1,0,False,0,Pills: BF
F44,S,RQ-S07,5,34,pills,benzyl_fentanyl,GaN_polymer,GaN / polymer,4,Agilent-3,A3,2,0,False,0,Pills: BF
F44,S,RQ-S07,5,34,pills,benzyl_fentanyl,GaN_polymer,GaN / polymer,4,Mira-1,M1,3,0,False,0,Pills: BF
F44,S,RQ-S07,5,34,pills,benzyl_fentanyl,GaN_polymer,GaN / polymer,4,Mira-2,M2,4,0,False,0,Pills: BF
F44,S,RQ-S07,5,34,pills,benzyl_fentanyl,GaN_polymer,GaN / polymer,4,Mira-3,M3,5,0,False,0,Pills: BF
F44,S,RQ-S07,5,34,pills,benzyl_fentanyl,GaN_polymer,GaN / polymer,4,Pendar-1,P1,6,0,False,0,Pills: BF
F44,S,RQ-S07,5,34,pills,benzyl_fentanyl,GaN_polymer,GaN / polymer,4,Pendar-2,P2,7,0,False,0,Pills: BF
F44,S,RQ-S07,5,34,pills,benzyl_fentanyl,GaN_polymer,GaN / polymer,4,Pendar-3,P3,8,0,False,0,Pills: BF
F44,S,RQ-S07,5,34,pills,benzyl_fentanyl,GaN_polymer,GaN / polymer,4,RMX-1,R1,9,0,False,0,Pills: BF
F44,S,RQ-S07,5,34,pills,benzyl_fentanyl,GaN_polymer,GaN / polymer,4,RMX-2,R2,10,0,False,0,Pills: BF
F44,S,RQ-S07,11,35,pills,benzyl_fentanyl,pSERS_Metrohm_silver,pSERS silver,1,Agilent-1,A1,1,1,True,1,Pills: BF
F44,S,RQ-S07,11,35,pills,benzyl_fentanyl,pSERS_Metrohm_silver,pSERS silver,1,Agilent-3,A3,2,2,True,2,Pills: BF
F44,S,RQ-S07,11,35,pills,benzyl_fentanyl,pSERS_Metrohm_silver,pSERS silver,1,Mira-1,M1,3,0,False,0,Pills: BF
F44,S,RQ-S07,11,35,pills,benzyl_fentanyl,pSERS_Metrohm_silver,pSERS silver,1,Mira-2,M2,4,0,False,0,Pills: BF
F44,S,RQ-S07,11,35,pills,benzyl_fentanyl,pSERS_Metrohm_silver,pSERS silver,1,Mira-3,M3,5,4,True,3,Pills: BF
F44,S,RQ-S07,11,35,pills,benzyl_fentanyl,pSERS_Metrohm_silver,pSERS silver,1,Pendar-1,P1,6,2,True,2,Pills: BF
F44,S,RQ-S07,11,35,pills,benzyl_fentanyl,pSERS_Metrohm_silver,pSERS silver,1,Pendar-2,P2,7,1,True,1,Pills: BF
F44,S,RQ-S07,11,35,pills,benzyl_fentanyl,pSERS_Metrohm_silver,pSERS silver,1,Pendar-3,P3,8,1,True,1,Pills: BF
F44,S,RQ-S07,11,35,pills,benzyl_fentanyl,pSERS_Metrohm_silver,pSERS silver,1,RMX-1,R1,9,0,False,0,Pills: BF
F44,S,RQ-S07,11,35,pills,benzyl_fentanyl,pSERS_Metrohm_silver,pSERS silver,1,RMX-2,R2,10,0,False,0,Pills: BF
F44,S,RQ-S07,11,35,pills,benzyl_fentanyl,H_SERS_H_Kit,H-SERS H-Kit,2,Agilent-1,A1,1,0,False,0,Pills: BF
F44,S,RQ-S07,11,35,pills,benzyl_fentanyl,H_SERS_H_Kit,H-SERS H-Kit,2,Agilent-3,A3,2,0,False,0,Pills: BF
F44,S,RQ-S07,11,35,pills,benzyl_fentanyl,H_SERS_H_Kit,H-SERS H-Kit,2,Mira-1,M1,3,0,False,0,Pills: BF
F44,S,RQ-S07,11,35,pills,benzyl_fentanyl,H_SERS_H_Kit,H-SERS H-Kit,2,Mira-2,M2,4,0,False,0,Pills: BF
F44,S,RQ-S07,11,35,pills,benzyl_fentanyl,H_SERS_H_Kit,H-SERS H-Kit,2,Mira-3,M3,5,0,False,0,Pills: BF
F44,S,RQ-S07,11,35,pills,benzyl_fentanyl,H_SERS_H_Kit,H-SERS H-Kit,2,Pendar-1,P1,6,0,False,0,Pills: BF
F44,S,RQ-S07,11,35,pills,benzyl_fentanyl,H_SERS_H_Kit,H-SERS H-Kit,2,Pendar-2,P2,7,0,False,0,Pills: BF
F44,S,RQ-S07,11,35,pills,benzyl_fentanyl,H_SERS_H_Kit,H-SERS H-Kit,2,Pendar-3,P3,8,0,False,0,Pills: BF
F44,S,RQ-S07,11,35,pills,benzyl_fentanyl,H_SERS_H_Kit,H-SERS H-Kit,2,RMX-1,R1,9,0,False,0,Pills: BF
F44,S,RQ-S07,11,35,pills,benzyl_fentanyl,H_SERS_H_Kit,H-SERS H-Kit,2,RMX-2,R2,10,0,False,0,Pills: BF
F44,S,RQ-S07,11,35,pills,benzyl_fentanyl,NRC_Canadian_SERS,NRC Canadian SERS,3,Agilent-1,A1,1,0,False,0,Pills: BF
F44,S,RQ-S07,11,35,pills,benzyl_fentanyl,NRC_Canadian_SERS,NRC Canadian SERS,3,Agilent-3,A3,2,0,False,0,Pills: BF
F44,S,RQ-S07,11,35,pills,benzyl_fentanyl,NRC_Canadian_SERS,NRC Canadian SERS,3,Mira-1,M1,3,0,False,0,Pills: BF
F44,S,RQ-S07,11,35,pills,benzyl_fentanyl,NRC_Canadian_SERS,NRC Canadian SERS,3,Mira-2,M2,4,0,False,0,Pills: BF
F44,S,RQ-S07,11,35,pills,benzyl_fentanyl,NRC_Canadian_SERS,NRC Canadian SERS,3,Mira-3,M3,5,1,True,1,Pills: BF
F44,S,RQ-S07,11,35,pills,benzyl_fentanyl,NRC_Canadian_SERS,NRC Canadian SERS,3,Pendar-1,P1,6,1,True,1,Pills: BF
F44,S,RQ-S07,11,35,pills,benzyl_fentanyl,NRC_Canadian_SERS,NRC Canadian SERS,3,Pendar-2,P2,7,0,False,0,Pills: BF
F44,S,RQ-S07,11,35,pills,benzyl_fentanyl,NRC_Canadian_SERS,NRC Canadian SERS,3,Pendar-3,P3,8,0,False,0,Pills: BF
F44,S,RQ-S07,11,35,pills,benzyl_fentanyl,NRC_Canadian_SERS,NRC Canadian SERS,3,RMX-1,R1,9,0,False,0,Pills: BF
F44,S,RQ-S07,11,35,pills,benzyl_fentanyl,NRC_Canadian_SERS,NRC Canadian SERS,3,RMX-2,R2,10,0,False,0,Pills: BF
F44,S,RQ-S07,11,35,pills,benzyl_fentanyl,GaN_polymer,GaN / polymer,4,Agilent-1,A1,1,0,False,0,Pills: BF
F44,S,RQ-S07,11,35,pills,benzyl_fentanyl,GaN_polymer,GaN / polymer,4,Agilent-3,A3,2,0,False,0,Pills: BF
F44,S,RQ-S07,11,35,pills,benzyl_fentanyl,GaN_polymer,GaN / polymer,4,Mira-1,M1,3,0,False,0,Pills: BF
F44,S,RQ-S07,11,35,pills,benzyl_fentanyl,GaN_polymer,GaN / polymer,4,Mira-2,M2,4,0,False,0,Pills: BF
F44,S,RQ-S07,11,35,pills,benzyl_fentanyl,GaN_polymer,GaN / polymer,4,Mira-3,M3,5,0,False,0,Pills: BF
F44,S,RQ-S07,11,35,pills,benzyl_fentanyl,GaN_polymer,GaN / polymer,4,Pendar-1,P1,6,0,False,0,Pills: BF
F44,S,RQ-S07,11,35,pills,benzyl_fentanyl,GaN_polymer,GaN / polymer,4,Pendar-2,P2,7,0,False,0,Pills: BF
F44,S,RQ-S07,11,35,pills,benzyl_fentanyl,GaN_polymer,GaN / polymer,4,Pendar-3,P3,8,0,False,0,Pills: BF
F44,S,RQ-S07,11,35,pills,benzyl_fentanyl,GaN_polymer,GaN / polymer,4,RMX-1,R1,9,0,False,0,Pills: BF
F44,S,RQ-S07,11,35,pills,benzyl_fentanyl,GaN_polymer,GaN / polymer,4,RMX-2,R2,10,0,False,0,Pills: BF
F44,S,RQ-S07,13,36,pills,benzyl_fentanyl,pSERS_Metrohm_silver,pSERS silver,1,Agilent-1,A1,1,1,True,1,Pills: BF
F44,S,RQ-S07,13,36,pills,benzyl_fentanyl,pSERS_Metrohm_silver,pSERS silver,1,Agilent-3,A3,2,1,True,1,Pills: BF
F44,S,RQ-S07,13,36,pills,benzyl_fentanyl,pSERS_Metrohm_silver,pSERS silver,1,Mira-1,M1,3,0,False,0,Pills: BF
F44,S,RQ-S07,13,36,pills,benzyl_fentanyl,pSERS_Metrohm_silver,pSERS silver,1,Mira-2,M2,4,0,False,0,Pills: BF
F44,S,RQ-S07,13,36,pills,benzyl_fentanyl,pSERS_Metrohm_silver,pSERS silver,1,Mira-3,M3,5,0,False,0,Pills: BF
F44,S,RQ-S07,13,36,pills,benzyl_fentanyl,pSERS_Metrohm_silver,pSERS silver,1,Pendar-1,P1,6,2,True,2,Pills: BF
F44,S,RQ-S07,13,36,pills,benzyl_fentanyl,pSERS_Metrohm_silver,pSERS silver,1,Pendar-2,P2,7,0,False,0,Pills: BF
F44,S,RQ-S07,13,36,pills,benzyl_fentanyl,pSERS_Metrohm_silver,pSERS silver,1,Pendar-3,P3,8,0,False,0,Pills: BF
F44,S,RQ-S07,13,36,pills,benzyl_fentanyl,pSERS_Metrohm_silver,pSERS silver,1,RMX-1,R1,9,0,False,0,Pills: BF
F44,S,RQ-S07,13,36,pills,benzyl_fentanyl,pSERS_Metrohm_silver,pSERS silver,1,RMX-2,R2,10,0,False,0,Pills: BF
F44,S,RQ-S07,13,36,pills,benzyl_fentanyl,H_SERS_H_Kit,H-SERS H-Kit,2,Agilent-1,A1,1,0,False,0,Pills: BF
F44,S,RQ-S07,13,36,pills,benzyl_fentanyl,H_SERS_H_Kit,H-SERS H-Kit,2,Agilent-3,A3,2,0,False,0,Pills: BF
F44,S,RQ-S07,13,36,pills,benzyl_fentanyl,H_SERS_H_Kit,H-SERS H-Kit,2,Mira-1,M1,3,0,False,0,Pills: BF
F44,S,RQ-S07,13,36,pills,benzyl_fentanyl,H_SERS_H_Kit,H-SERS H-Kit,2,Mira-2,M2,4,0,False,0,Pills: BF
F44,S,RQ-S07,13,36,pills,benzyl_fentanyl,H_SERS_H_Kit,H-SERS H-Kit,2,Mira-3,M3,5,0,False,0,Pills: BF
F44,S,RQ-S07,13,36,pills,benzyl_fentanyl,H_SERS_H_Kit,H-SERS H-Kit,2,Pendar-1,P1,6,0,False,0,Pills: BF
F44,S,RQ-S07,13,36,pills,benzyl_fentanyl,H_SERS_H_Kit,H-SERS H-Kit,2,Pendar-2,P2,7,0,False,0,Pills: BF
F44,S,RQ-S07,13,36,pills,benzyl_fentanyl,H_SERS_H_Kit,H-SERS H-Kit,2,Pendar-3,P3,8,0,False,0,Pills: BF
F44,S,RQ-S07,13,36,pills,benzyl_fentanyl,H_SERS_H_Kit,H-SERS H-Kit,2,RMX-1,R1,9,0,False,0,Pills: BF
F44,S,RQ-S07,13,36,pills,benzyl_fentanyl,H_SERS_H_Kit,H-SERS H-Kit,2,RMX-2,R2,10,0,False,0,Pills: BF
F44,S,RQ-S07,13,36,pills,benzyl_fentanyl,NRC_Canadian_SERS,NRC Canadian SERS,3,Agilent-1,A1,1,0,False,0,Pills: BF
F44,S,RQ-S07,13,36,pills,benzyl_fentanyl,NRC_Canadian_SERS,NRC Canadian SERS,3,Agilent-3,A3,2,0,False,0,Pills: BF
F44,S,RQ-S07,13,36,pills,benzyl_fentanyl,NRC_Canadian_SERS,NRC Canadian SERS,3,Mira-1,M1,3,0,False,0,Pills: BF
F44,S,RQ-S07,13,36,pills,benzyl_fentanyl,NRC_Canadian_SERS,NRC Canadian SERS,3,Mira-2,M2,4,0,False,0,Pills: BF
F44,S,RQ-S07,13,36,pills,benzyl_fentanyl,NRC_Canadian_SERS,NRC Canadian SERS,3,Mira-3,M3,5,0,False,0,Pills: BF
F44,S,RQ-S07,13,36,pills,benzyl_fentanyl,NRC_Canadian_SERS,NRC Canadian SERS,3,Pendar-1,P1,6,0,False,0,Pills: BF
F44,S,RQ-S07,13,36,pills,benzyl_fentanyl,NRC_Canadian_SERS,NRC Canadian SERS,3,Pendar-2,P2,7,0,False,0,Pills: BF
F44,S,RQ-S07,13,36,pills,benzyl_fentanyl,NRC_Canadian_SERS,NRC Canadian SERS,3,Pendar-3,P3,8,0,False,0,Pills: BF
F44,S,RQ-S07,13,36,pills,benzyl_fentanyl,NRC_Canadian_SERS,NRC Canadian SERS,3,RMX-1,R1,9,0,False,0,Pills: BF
F44,S,RQ-S07,13,36,pills,benzyl_fentanyl,NRC_Canadian_SERS,NRC Canadian SERS,3,RMX-2,R2,10,0,False,0,Pills: BF
F44,S,RQ-S07,13,36,pills,benzyl_fentanyl,GaN_polymer,GaN / polymer,4,Agilent-1,A1,1,0,False,0,Pills: BF
F44,S,RQ-S07,13,36,pills,benzyl_fentanyl,GaN_polymer,GaN / polymer,4,Agilent-3,A3,2,0,False,0,Pills: BF
F44,S,RQ-S07,13,36,pills,benzyl_fentanyl,GaN_polymer,GaN / polymer,4,Mira-1,M1,3,0,False,0,Pills: BF
F44,S,RQ-S07,13,36,pills,benzyl_fentanyl,GaN_polymer,GaN / polymer,4,Mira-2,M2,4,0,False,0,Pills: BF
F44,S,RQ-S07,13,36,pills,benzyl_fentanyl,GaN_polymer,GaN / polymer,4,Mira-3,M3,5,0,False,0,Pills: BF
F44,S,RQ-S07,13,36,pills,benzyl_fentanyl,GaN_polymer,GaN / polymer,4,Pendar-1,P1,6,0,False,0,Pills: BF
F44,S,RQ-S07,13,36,pills,benzyl_fentanyl,GaN_polymer,GaN / polymer,4,Pendar-2,P2,7,0,False,0,Pills: BF
F44,S,RQ-S07,13,36,pills,benzyl_fentanyl,GaN_polymer,GaN / polymer,4,Pendar-3,P3,8,0,False,0,Pills: BF
F44,S,RQ-S07,13,36,pills,benzyl_fentanyl,GaN_polymer,GaN / polymer,4,RMX-1,R1,9,0,False,0,Pills: BF
F44,S,RQ-S07,13,36,pills,benzyl_fentanyl,GaN_polymer,GaN / polymer,4,RMX-2,R2,10,0,False,0,Pills: BF
F44,S,RQ-S07,3,37,pills,blank,pSERS_Metrohm_silver,pSERS silver,1,Agilent-1,A1,1,1,True,1,Pills: blank
F44,S,RQ-S07,3,37,pills,blank,pSERS_Metrohm_silver,pSERS silver,1,Agilent-3,A3,2,2,True,2,Pills: blank
F44,S,RQ-S07,3,37,pills,blank,pSERS_Metrohm_silver,pSERS silver,1,Mira-1,M1,3,0,False,0,Pills: blank
F44,S,RQ-S07,3,37,pills,blank,pSERS_Metrohm_silver,pSERS silver,1,Mira-2,M2,4,0,False,0,Pills: blank
F44,S,RQ-S07,3,37,pills,blank,pSERS_Metrohm_silver,pSERS silver,1,Mira-3,M3,5,3,True,3,Pills: blank
F44,S,RQ-S07,3,37,pills,blank,pSERS_Metrohm_silver,pSERS silver,1,Pendar-1,P1,6,1,True,1,Pills: blank
F44,S,RQ-S07,3,37,pills,blank,pSERS_Metrohm_silver,pSERS silver,1,Pendar-2,P2,7,0,False,0,Pills: blank
F44,S,RQ-S07,3,37,pills,blank,pSERS_Metrohm_silver,pSERS silver,1,Pendar-3,P3,8,1,True,1,Pills: blank
F44,S,RQ-S07,3,37,pills,blank,pSERS_Metrohm_silver,pSERS silver,1,RMX-1,R1,9,0,False,0,Pills: blank
F44,S,RQ-S07,3,37,pills,blank,pSERS_Metrohm_silver,pSERS silver,1,RMX-2,R2,10,0,False,0,Pills: blank
F44,S,RQ-S07,3,37,pills,blank,H_SERS_H_Kit,H-SERS H-Kit,2,Agilent-1,A1,1,0,False,0,Pills: blank
F44,S,RQ-S07,3,37,pills,blank,H_SERS_H_Kit,H-SERS H-Kit,2,Agilent-3,A3,2,0,False,0,Pills: blank
F44,S,RQ-S07,3,37,pills,blank,H_SERS_H_Kit,H-SERS H-Kit,2,Mira-1,M1,3,0,False,0,Pills: blank
F44,S,RQ-S07,3,37,pills,blank,H_SERS_H_Kit,H-SERS H-Kit,2,Mira-2,M2,4,0,False,0,Pills: blank
F44,S,RQ-S07,3,37,pills,blank,H_SERS_H_Kit,H-SERS H-Kit,2,Mira-3,M3,5,0,False,0,Pills: blank
F44,S,RQ-S07,3,37,pills,blank,H_SERS_H_Kit,H-SERS H-Kit,2,Pendar-1,P1,6,0,False,0,Pills: blank
F44,S,RQ-S07,3,37,pills,blank,H_SERS_H_Kit,H-SERS H-Kit,2,Pendar-2,P2,7,0,False,0,Pills: blank
F44,S,RQ-S07,3,37,pills,blank,H_SERS_H_Kit,H-SERS H-Kit,2,Pendar-3,P3,8,0,False,0,Pills: blank
F44,S,RQ-S07,3,37,pills,blank,H_SERS_H_Kit,H-SERS H-Kit,2,RMX-1,R1,9,0,False,0,Pills: blank
F44,S,RQ-S07,3,37,pills,blank,H_SERS_H_Kit,H-SERS H-Kit,2,RMX-2,R2,10,0,False,0,Pills: blank
F44,S,RQ-S07,3,37,pills,blank,NRC_Canadian_SERS,NRC Canadian SERS,3,Agilent-1,A1,1,1,True,1,Pills: blank
F44,S,RQ-S07,3,37,pills,blank,NRC_Canadian_SERS,NRC Canadian SERS,3,Agilent-3,A3,2,0,False,0,Pills: blank
F44,S,RQ-S07,3,37,pills,blank,NRC_Canadian_SERS,NRC Canadian SERS,3,Mira-1,M1,3,0,False,0,Pills: blank
F44,S,RQ-S07,3,37,pills,blank,NRC_Canadian_SERS,NRC Canadian SERS,3,Mira-2,M2,4,0,False,0,Pills: blank
F44,S,RQ-S07,3,37,pills,blank,NRC_Canadian_SERS,NRC Canadian SERS,3,Mira-3,M3,5,1,True,1,Pills: blank
F44,S,RQ-S07,3,37,pills,blank,NRC_Canadian_SERS,NRC Canadian SERS,3,Pendar-1,P1,6,0,False,0,Pills: blank
F44,S,RQ-S07,3,37,pills,blank,NRC_Canadian_SERS,NRC Canadian SERS,3,Pendar-2,P2,7,0,False,0,Pills: blank
F44,S,RQ-S07,3,37,pills,blank,NRC_Canadian_SERS,NRC Canadian SERS,3,Pendar-3,P3,8,0,False,0,Pills: blank
F44,S,RQ-S07,3,37,pills,blank,NRC_Canadian_SERS,NRC Canadian SERS,3,RMX-1,R1,9,0,False,0,Pills: blank
F44,S,RQ-S07,3,37,pills,blank,NRC_Canadian_SERS,NRC Canadian SERS,3,RMX-2,R2,10,0,False,0,Pills: blank
F44,S,RQ-S07,3,37,pills,blank,GaN_polymer,GaN / polymer,4,Agilent-1,A1,1,0,False,0,Pills: blank
F44,S,RQ-S07,3,37,pills,blank,GaN_polymer,GaN / polymer,4,Agilent-3,A3,2,0,False,0,Pills: blank
F44,S,RQ-S07,3,37,pills,blank,GaN_polymer,GaN / polymer,4,Mira-1,M1,3,0,False,0,Pills: blank
F44,S,RQ-S07,3,37,pills,blank,GaN_polymer,GaN / polymer,4,Mira-2,M2,4,0,False,0,Pills: blank
F44,S,RQ-S07,3,37,pills,blank,GaN_polymer,GaN / polymer,4,Mira-3,M3,5,0,False,0,Pills: blank
F44,S,RQ-S07,3,37,pills,blank,GaN_polymer,GaN / polymer,4,Pendar-1,P1,6,0,False,0,Pills: blank
F44,S,RQ-S07,3,37,pills,blank,GaN_polymer,GaN / polymer,4,Pendar-2,P2,7,0,False,0,Pills: blank
F44,S,RQ-S07,3,37,pills,blank,GaN_polymer,GaN / polymer,4,Pendar-3,P3,8,0,False,0,Pills: blank
F44,S,RQ-S07,3,37,pills,blank,GaN_polymer,GaN / polymer,4,RMX-1,R1,9,0,False,0,Pills: blank
F44,S,RQ-S07,3,37,pills,blank,GaN_polymer,GaN / polymer,4,RMX-2,R2,10,0,False,0,Pills: blank
F44,S,RQ-S07,8,38,pills,blank,pSERS_Metrohm_silver,pSERS silver,1,Agilent-1,A1,1,1,True,1,Pills: blank
F44,S,RQ-S07,8,38,pills,blank,pSERS_Metrohm_silver,pSERS silver,1,Agilent-3,A3,2,2,True,2,Pills: blank
F44,S,RQ-S07,8,38,pills,blank,pSERS_Metrohm_silver,pSERS silver,1,Mira-1,M1,3,0,False,0,Pills: blank
F44,S,RQ-S07,8,38,pills,blank,pSERS_Metrohm_silver,pSERS silver,1,Mira-2,M2,4,0,False,0,Pills: blank
F44,S,RQ-S07,8,38,pills,blank,pSERS_Metrohm_silver,pSERS silver,1,Mira-3,M3,5,2,True,2,Pills: blank
F44,S,RQ-S07,8,38,pills,blank,pSERS_Metrohm_silver,pSERS silver,1,Pendar-1,P1,6,1,True,1,Pills: blank
F44,S,RQ-S07,8,38,pills,blank,pSERS_Metrohm_silver,pSERS silver,1,Pendar-2,P2,7,0,False,0,Pills: blank
F44,S,RQ-S07,8,38,pills,blank,pSERS_Metrohm_silver,pSERS silver,1,Pendar-3,P3,8,1,True,1,Pills: blank
F44,S,RQ-S07,8,38,pills,blank,pSERS_Metrohm_silver,pSERS silver,1,RMX-1,R1,9,0,False,0,Pills: blank
F44,S,RQ-S07,8,38,pills,blank,pSERS_Metrohm_silver,pSERS silver,1,RMX-2,R2,10,0,False,0,Pills: blank
F44,S,RQ-S07,8,38,pills,blank,H_SERS_H_Kit,H-SERS H-Kit,2,Agilent-1,A1,1,0,False,0,Pills: blank
F44,S,RQ-S07,8,38,pills,blank,H_SERS_H_Kit,H-SERS H-Kit,2,Agilent-3,A3,2,0,False,0,Pills: blank
F44,S,RQ-S07,8,38,pills,blank,H_SERS_H_Kit,H-SERS H-Kit,2,Mira-1,M1,3,0,False,0,Pills: blank
F44,S,RQ-S07,8,38,pills,blank,H_SERS_H_Kit,H-SERS H-Kit,2,Mira-2,M2,4,0,False,0,Pills: blank
